str,str_label,dstr,dstr_label,rgn,rgn_label,area,area_label,chnl,chnl_label,comp,comp_label,clia,clia_label,cliz,cliz_label,stra,stra_label,alta,alta_label,bdst,bdst_label,alt1,alt1_label,clu1,clu1_label,alt2,alt2_label,clu2,clu2_label,alt3,alt3_label,clu3,clu3_label,alt4,alt4_label,clu4,clu4_label,alt5,alt5_label,clu5,clu5_label,alt6,alt6_label,clu6,clu6_label,alt7,alt7_label,clu7,clu7_label,alt8,alt8_label,clu8,clu8_label,alt9,alt9_label,clu9,clu9_label,altb,altb_label,club,club_label,altc,altc_label,cluc,cluc_label
147,武汉库玛店,1023,武汉市,125,武汉区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100B3,中温带个性休闲B3,100B3,个性休闲B3,102101B3,中温带职业休闲B3,101B3,职业休闲B3,1.02E+09,中温带少女E4,1.02E+06,少女E4,1.02E+08,中温带淑女E3,1.03E+05,淑女E3,102104C3,中温带搭配品C3,104C3,搭配品C3,102105D3,中温带化妆类D3,105D3,化妆类D3,102106D2,中温带鞋包D2,106D2,鞋包D2,102107D3,中温带发饰链D3,107D3,发饰链D3,102108D4,中温带贴身温馨D4,108D4,贴身温馨D4,102109D5,中温带浪漫居家D5,109D5,浪漫居家D5,102110D5,中温带时尚季节D5,110D5,时尚季节D5
148,重庆沙坪坝2店,1337,沙坪坝区,104,渝西北区域,15,西南大区,1,自营店,1,BBG,15102,西南大区中温带,102,中温带,1515100,3年以上,15,西南大区,11,步行街,102100A1,中温带个性休闲A1,100A1,个性休闲A1,102101A2,中温带职业休闲A2,101A2,职业休闲A2,102102B2,中温带少女B2,102B2,少女B2,102103A2,中温带淑女A2,103A2,淑女A2,102104B1,中温带搭配品B1,104B1,搭配品B1,102105A1,中温带化妆类A1,105A1,化妆类A1,102106A1,中温带鞋包A1,106A1,鞋包A1,102107B1,中温带发饰链B1,107B1,发饰链B1,102108A1,中温带贴身温馨A1,108A1,贴身温馨A1,102109A1,中温带浪漫居家A1,109A1,浪漫居家A1,102110A2,中温带时尚季节A2,110A2,时尚季节A2
149,泉州市中山路店,1100,泉州市,107,闽南区域,11,华南大区,1,自营店,1,BBG,11100,华南大区热带,100,热带,1111100,3年以上,11,华南大区,10,商业街,100100C3,热带个性休闲C3,100C3,个性休闲C3,100101C4,热带职业休闲C4,101C4,职业休闲C4,1.00E+08,热带少女E3,1.02E+05,少女E3,1.00E+09,热带淑女E4,1.03E+06,淑女E4,100104D3,热带搭配品D3,104D3,搭配品D3,100105C2,热带化妆类C2,105C2,化妆类C2,100106C3,热带鞋包C3,106C3,鞋包C3,100107C3,热带发饰链C3,107C3,发饰链C3,100108D5,热带贴身温馨D5,108D5,贴身温馨D5,100109D5,热带浪漫居家D5,109D5,浪漫居家D5,100110D5,热带时尚季节D5,110D5,时尚季节D5
150,新都西街店,1101,成都市,101,成都区域,15,西南大区,1,自营店,1,BBG,15102,西南大区中温带,102,中温带,1515100,3年以上,15,西南大区,10,商业街,102100B3,中温带个性休闲B3,100B3,个性休闲B3,102101C4,中温带职业休闲C4,101C4,职业休闲C4,102102D2,中温带少女D2,102D2,少女D2,102103D2,中温带淑女D2,103D2,淑女D2,102104C2,中温带搭配品C2,104C2,搭配品C2,102105C1,中温带化妆类C1,105C1,化妆类C1,102106C2,中温带鞋包C2,106C2,鞋包C2,102107C2,中温带发饰链C2,107C2,发饰链C2,102108D3,中温带贴身温馨D3,108D3,贴身温馨D3,102109D4,中温带浪漫居家D4,109D4,浪漫居家D4,102110D4,中温带时尚季节D4,110D4,时尚季节D4
152,沙市北京中路店,1049,荆州市,128,鄂西区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100B1,中温带个性休闲B1,100B1,个性休闲B1,102101B2,中温带职业休闲B2,101B2,职业休闲B2,102102D1,中温带少女D1,102D1,少女D1,102103D1,中温带淑女D1,103D1,淑女D1,102104B2,中温带搭配品B2,104B2,搭配品B2,102105B2,中温带化妆类B2,105B2,化妆类B2,102106B1,中温带鞋包B1,106B1,鞋包B1,102107B2,中温带发饰链B2,107B2,发饰链B2,102108C2,中温带贴身温馨C2,108C2,贴身温馨C2,102109D3,中温带浪漫居家D3,109D3,浪漫居家D3,102110D3,中温带时尚季节D3,110D3,时尚季节D3
153,武汉新洲店,1023,武汉市,125,武汉区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,11,步行街,102100C4,中温带个性休闲C4,100C4,个性休闲C4,102101C3,中温带职业休闲C3,101C3,职业休闲C3,1.02E+09,中温带少女E4,1.02E+06,少女E4,1.02E+08,中温带淑女E3,1.03E+05,淑女E3,102104C3,中温带搭配品C3,104C3,搭配品C3,102105C3,中温带化妆类C3,105C3,化妆类C3,102106D3,中温带鞋包D3,106D3,鞋包D3,102107C3,中温带发饰链C3,107C3,发饰链C3,102108D4,中温带贴身温馨D4,108D4,贴身温馨D4,102109D5,中温带浪漫居家D5,109D5,浪漫居家D5,1.02E+10,中温带时尚季节E5,1.10E+07,时尚季节E5
154,南昌中山路2店,1046,南昌市,111,江西区域,12,华北大区,1,自营店,1,BBG,12101,华北大区南温带,101,南温带,1212100,3年以上,12,华北大区,10,商业街,101100B2,南温带个性休闲B2,100B2,个性休闲B2,101101C4,南温带职业休闲C4,101C4,职业休闲C4,1.01E+08,南温带少女E3,1.02E+05,少女E3,1.01E+08,南温带淑女E3,1.03E+05,淑女E3,101104B1,南温带搭配品B1,104B1,搭配品B1,101105B1,南温带化妆类B1,105B1,化妆类B1,101106B1,南温带鞋包B1,106B1,鞋包B1,101107A1,南温带发饰链A1,107A1,发饰链A1,101108D3,南温带贴身温馨D3,108D3,贴身温馨D3,101109D4,南温带浪漫居家D4,109D4,浪漫居家D4,101110D4,南温带时尚季节D4,110D4,时尚季节D4
155,郑州德化街2店,1066,郑州市,112,河南区域,12,华北大区,1,自营店,1,BBG,12103,华北大区北温带,103,北温带,1212100,3年以上,12,华北大区,11,步行街,103100A1,北温带个性休闲A1,100A1,个性休闲A1,103101A2,北温带职业休闲A2,101A2,职业休闲A2,103102D3,北温带少女D3,102D3,少女D3,103103D3,北温带淑女D3,103D3,淑女D3,103104A1,北温带搭配品A1,104A1,搭配品A1,103105A1,北温带化妆类A1,105A1,化妆类A1,103106A1,北温带鞋包A1,106A1,鞋包A1,103107B1,北温带发饰链B1,107B1,发饰链B1,103108C4,北温带贴身温馨C4,108C4,贴身温馨C4,103109C4,北温带浪漫居家C4,109C4,浪漫居家C4,103110C4,北温带时尚季节C4,110C4,时尚季节C4
156,湖北咸宁赤壁店,1102,咸宁市,127,鄂东区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100C3,中温带个性休闲C3,100C3,个性休闲C3,102101C3,中温带职业休闲C3,101C3,职业休闲C3,1.02E+09,中温带少女E4,1.02E+06,少女E4,1.02E+09,中温带淑女E4,1.03E+06,淑女E4,102104D3,中温带搭配品D3,104D3,搭配品D3,102105C3,中温带化妆类C3,105C3,化妆类C3,102106D3,中温带鞋包D3,106D3,鞋包D3,102107C3,中温带发饰链C3,107C3,发饰链C3,1.02E+10,中温带贴身温馨E5,1.08E+07,贴身温馨E5,102109D5,中温带浪漫居家D5,109D5,浪漫居家D5,102110D5,中温带时尚季节D5,110D5,时尚季节D5
157,山东泰安店,1103,泰安市,116,山东区域,13,华东大区,1,自营店,1,BBG,13103,华东大区北温带,103,北温带,1313100,3年以上,13,华东大区,10,商业街,103100D2,北温带个性休闲D2,100D2,个性休闲D2,103101D3,北温带职业休闲D3,101D3,职业休闲D3,1.03E+07,北温带少女E2,1.02E+04,少女E2,1.03E+07,北温带淑女E2,1.03E+04,淑女E2,103104D2,北温带搭配品D2,104D2,搭配品D2,103105D1,北温带化妆类D1,105D1,化妆类D1,103106C1,北温带鞋包C1,106C1,鞋包C1,103107D1,北温带发饰链D1,107D1,发饰链D1,103108D3,北温带贴身温馨D3,108D3,贴身温馨D3,1.03E+09,北温带浪漫居家E4,1.09E+06,浪漫居家E4,103110D3,北温带时尚季节D3,110D3,时尚季节D3
158,山东菏泽店,1104,菏泽市,116,山东区域,13,华东大区,1,自营店,1,BBG,13103,华东大区北温带,103,北温带,1313100,3年以上,13,华东大区,10,商业街,103100C3,北温带个性休闲C3,100C3,个性休闲C3,103101C3,北温带职业休闲C3,101C3,职业休闲C3,1.03E+08,北温带少女E3,1.02E+05,少女E3,1.03E+08,北温带淑女E3,1.03E+05,淑女E3,103104C2,北温带搭配品C2,104C2,搭配品C2,103105C1,北温带化妆类C1,105C1,化妆类C1,103106C1,北温带鞋包C1,106C1,鞋包C1,103107B1,北温带发饰链B1,107B1,发饰链B1,103108D3,北温带贴身温馨D3,108D3,贴身温馨D3,103109D4,北温带浪漫居家D4,109D4,浪漫居家D4,103110D4,北温带时尚季节D4,110D4,时尚季节D4
159,武汉黄陂店,1023,武汉市,125,武汉区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100C3,中温带个性休闲C3,100C3,个性休闲C3,102101C3,中温带职业休闲C3,101C3,职业休闲C3,102102F4,中温带少女F4,102F4,少女F4,102103F3,中温带淑女F3,103F3,淑女F3,102104C1,中温带搭配品C1,104C1,搭配品C1,102105C1,中温带化妆类C1,105C1,化妆类C1,102106C1,中温带鞋包C1,106C1,鞋包C1,102107C1,中温带发饰链C1,107C1,发饰链C1,102108D3,中温带贴身温馨D3,108D3,贴身温馨D3,102109D4,中温带浪漫居家D4,109D4,浪漫居家D4,1.02E+09,中温带时尚季节E4,1.10E+06,时尚季节E4
160,武汉中山大道5店,1023,武汉市,125,武汉区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100B3,中温带个性休闲B3,100B3,个性休闲B3,102101B2,中温带职业休闲B2,101B2,职业休闲B2,102102D1,中温带少女D1,102D1,少女D1,102103D1,中温带淑女D1,103D1,淑女D1,102104C2,中温带搭配品C2,104C2,搭配品C2,102105D1,中温带化妆类D1,105D1,化妆类D1,102106C1,中温带鞋包C1,106C1,鞋包C1,102107D1,中温带发饰链D1,107D1,发饰链D1,102108D3,中温带贴身温馨D3,108D3,贴身温馨D3,102109D4,中温带浪漫居家D4,109D4,浪漫居家D4,102110D4,中温带时尚季节D4,110D4,时尚季节D4
162,达州老车坝1店,1106,达州市,105,渝东南区域,15,西南大区,1,自营店,1,BBG,15102,西南大区中温带,102,中温带,1515100,3年以上,15,西南大区,10,商业街,102100B3,中温带个性休闲B3,100B3,个性休闲B3,102101C2,中温带职业休闲C2,101C2,职业休闲C2,1.02E+09,中温带少女E4,1.02E+06,少女E4,1.02E+09,中温带淑女E4,1.03E+06,淑女E4,102104D1,中温带搭配品D1,104D1,搭配品D1,102105C2,中温带化妆类C2,105C2,化妆类C2,102106C2,中温带鞋包C2,106C2,鞋包C2,102107C2,中温带发饰链C2,107C2,发饰链C2,102108C2,中温带贴身温馨C2,108C2,贴身温馨C2,102109D3,中温带浪漫居家D3,109D3,浪漫居家D3,102110C2,中温带时尚季节C2,110C2,时尚季节C2
163,重庆南坪步行街店,1344,南岸区,105,渝东南区域,15,西南大区,1,自营店,1,BBG,15102,西南大区中温带,102,中温带,1515100,3年以上,15,西南大区,11,步行街,102100B3,中温带个性休闲B3,100B3,个性休闲B3,102101C4,中温带职业休闲C4,101C4,职业休闲C4,102102D3,中温带少女D3,102D3,少女D3,102103D3,中温带淑女D3,103D3,淑女D3,102104C2,中温带搭配品C2,104C2,搭配品C2,102105C1,中温带化妆类C1,105C1,化妆类C1,102106B1,中温带鞋包B1,106B1,鞋包B1,102107C2,中温带发饰链C2,107C2,发饰链C2,102108C4,中温带贴身温馨C4,108C4,贴身温馨C4,102109C2,中温带浪漫居家C2,109C2,浪漫居家C2,102110C4,中温带时尚季节C4,110C4,时尚季节C4
164,永州零陵中路店,1107,永州市,121,湘南区域,14,华中大区,1,自营店,1,BBG,14101,华中大区南温带,101,南温带,1414100,3年以上,14,华中大区,11,步行街,101100D4,南温带个性休闲D4,100D4,个性休闲D4,101101D4,南温带职业休闲D4,101D4,职业休闲D4,101102F4,南温带少女F4,102F4,少女F4,101103F3,南温带淑女F3,103F3,淑女F3,101104D3,南温带搭配品D3,104D3,搭配品D3,101105D3,南温带化妆类D3,105D3,化妆类D3,101106D3,南温带鞋包D3,106D3,鞋包D3,101107D3,南温带发饰链D3,107D3,发饰链D3,1.01E+10,南温带贴身温馨E5,1.08E+07,贴身温馨E5,1.01E+10,南温带浪漫居家E5,1.09E+07,浪漫居家E5,1.01E+10,南温带时尚季节E5,1.10E+07,时尚季节E5
165,南京夫子庙二店,1002,南京市,115,苏北区域,13,华东大区,1,自营店,1,BBG,13102,华东大区中温带,102,中温带,1313100,3年以上,13,华东大区,10,商业街,102100A1,中温带个性休闲A1,100A1,个性休闲A1,102101A2,中温带职业休闲A2,101A2,职业休闲A2,102102B2,中温带少女B2,102B2,少女B2,102103A2,中温带淑女A2,103A2,淑女A2,102104A1,中温带搭配品A1,104A1,搭配品A1,102105A1,中温带化妆类A1,105A1,化妆类A1,102106A1,中温带鞋包A1,106A1,鞋包A1,102107A1,中温带发饰链A1,107A1,发饰链A1,102108A1,中温带贴身温馨A1,108A1,贴身温馨A1,102109A1,中温带浪漫居家A1,109A1,浪漫居家A1,102110A2,中温带时尚季节A2,110A2,时尚季节A2
166,鄂州武昌大道店,1108,鄂州市,127,鄂东区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100B1,中温带个性休闲B1,100B1,个性休闲B1,102101A2,中温带职业休闲A2,101A2,职业休闲A2,1.02E+08,中温带少女E3,1.02E+05,少女E3,1.02E+07,中温带淑女E2,1.03E+04,淑女E2,102104B3,中温带搭配品B3,104B3,搭配品B3,102105B3,中温带化妆类B3,105B3,化妆类B3,102106C3,中温带鞋包C3,106C3,鞋包C3,102107B3,中温带发饰链B3,107B3,发饰链B3,102108D3,中温带贴身温馨D3,108D3,贴身温馨D3,102109D4,中温带浪漫居家D4,109D4,浪漫居家D4,102110D4,中温带时尚季节D4,110D4,时尚季节D4
167,益阳桥北步行街店,1059,益阳市,126,湘北区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,11,步行街,102100D4,中温带个性休闲D4,100D4,个性休闲D4,102101C4,中温带职业休闲C4,101C4,职业休闲C4,102102F4,中温带少女F4,102F4,少女F4,102103F3,中温带淑女F3,103F3,淑女F3,102104D3,中温带搭配品D3,104D3,搭配品D3,102105D3,中温带化妆类D3,105D3,化妆类D3,102106D3,中温带鞋包D3,106D3,鞋包D3,102107D3,中温带发饰链D3,107D3,发饰链D3,1.02E+10,中温带贴身温馨E5,1.08E+07,贴身温馨E5,1.02E+10,中温带浪漫居家E5,1.09E+07,浪漫居家E5,1.02E+10,中温带时尚季节E5,1.10E+07,时尚季节E5
168,武汉光谷步行街店,1023,武汉市,125,武汉区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,11,步行街,102100B3,中温带个性休闲B3,100B3,个性休闲B3,102101A2,中温带职业休闲A2,101A2,职业休闲A2,102102C3,中温带少女C3,102C3,少女C3,102103C3,中温带淑女C3,103C3,淑女C3,99999999,空,99999,空,99999999,空,99999,空,99999999,空,99999,空,99999999,空,99999,空,99999999,空,99999,空,99999999,空,99999,空,99999999,空,99999,空
169,荆门钟祥店,1109,钟祥市,128,鄂西区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100C4,中温带个性休闲C4,100C4,个性休闲C4,102101C3,中温带职业休闲C3,101C3,职业休闲C3,1.02E+09,中温带少女E4,1.02E+06,少女E4,1.02E+08,中温带淑女E3,1.03E+05,淑女E3,102104C3,中温带搭配品C3,104C3,搭配品C3,102105C2,中温带化妆类C2,105C2,化妆类C2,102106C2,中温带鞋包C2,106C2,鞋包C2,102107C2,中温带发饰链C2,107C2,发饰链C2,1.02E+10,中温带贴身温馨E5,1.08E+07,贴身温馨E5,102109D5,中温带浪漫居家D5,109D5,浪漫居家D5,102110D5,中温带时尚季节D5,110D5,时尚季节D5
170,蚌埠淮河路2店,1006,蚌埠市,109,皖北区域,12,华北大区,1,自营店,1,BBG,12102,华北大区中温带,102,中温带,1212100,3年以上,12,华北大区,10,商业街,102100B3,中温带个性休闲B3,100B3,个性休闲B3,102101A2,中温带职业休闲A2,101A2,职业休闲A2,102102D3,中温带少女D3,102D3,少女D3,102103D3,中温带淑女D3,103D3,淑女D3,102104A1,中温带搭配品A1,104A1,搭配品A1,102105B1,中温带化妆类B1,105B1,化妆类B1,102106A1,中温带鞋包A1,106A1,鞋包A1,102107A1,中温带发饰链A1,107A1,发饰链A1,102108C2,中温带贴身温馨C2,108C2,贴身温馨C2,102109C4,中温带浪漫居家C4,109C4,浪漫居家C4,102110C4,中温带时尚季节C4,110C4,时尚季节C4
171,漯河步行街店,1110,漯河市,112,河南区域,12,华北大区,1,自营店,1,BBG,12103,华北大区北温带,103,北温带,1212100,3年以上,12,华北大区,11,步行街,103100B2,北温带个性休闲B2,100B2,个性休闲B2,103101C3,北温带职业休闲C3,101C3,职业休闲C3,1.03E+08,北温带少女E3,1.02E+05,少女E3,1.03E+08,北温带淑女E3,1.03E+05,淑女E3,103104B2,北温带搭配品B2,104B2,搭配品B2,103105B3,北温带化妆类B3,105B3,化妆类B3,103106B3,北温带鞋包B3,106B3,鞋包B3,103107A1,北温带发饰链A1,107A1,发饰链A1,103108D3,北温带贴身温馨D3,108D3,贴身温馨D3,103109D3,北温带浪漫居家D3,109D3,浪漫居家D3,103110D4,北温带时尚季节D4,110D4,时尚季节D4
172,无锡金太湖广场店,1007,无锡市,117,苏南区域,13,华东大区,1,自营店,1,BBG,13102,华东大区中温带,102,中温带,1313100,3年以上,13,华东大区,12,购物中心,102100D3,中温带个性休闲D3,100D3,个性休闲D3,102101D3,中温带职业休闲D3,101D3,职业休闲D3,102102F3,中温带少女F3,102F3,少女F3,1.02E+09,中温带淑女E4,1.03E+06,淑女E4,102104C2,中温带搭配品C2,104C2,搭配品C2,102105D1,中温带化妆类D1,105D1,化妆类D1,102106C1,中温带鞋包C1,106C1,鞋包C1,102107C1,中温带发饰链C1,107C1,发饰链C1,102108D4,中温带贴身温馨D4,108D4,贴身温馨D4,102109D3,中温带浪漫居家D3,109D3,浪漫居家D3,102110D4,中温带时尚季节D4,110D4,时尚季节D4
173,武汉光谷步行街3店,1023,武汉市,125,武汉区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,11,步行街,102100C3,中温带个性休闲C3,100C3,个性休闲C3,102101C4,中温带职业休闲C4,101C4,职业休闲C4,1.02E+08,中温带少女E3,1.02E+05,少女E3,102103D3,中温带淑女D3,103D3,淑女D3,102104B3,中温带搭配品B3,104B3,搭配品B3,102105C3,中温带化妆类C3,105C3,化妆类C3,102106C3,中温带鞋包C3,106C3,鞋包C3,102107C3,中温带发饰链C3,107C3,发饰链C3,102108C4,中温带贴身温馨C4,108C4,贴身温馨C4,102109C4,中温带浪漫居家C4,109C4,浪漫居家C4,102110C4,中温带时尚季节C4,110C4,时尚季节C4
174,武汉光谷步行街2店,1023,武汉市,125,武汉区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,11,步行街,99999999,空,99999,空,99999999,空,99999,空,99999999,空,99999,空,99999999,空,99999,空,102104D2,中温带搭配品D2,104D2,搭配品D2,102105D3,中温带化妆类D3,105D3,化妆类D3,102106D2,中温带鞋包D2,106D2,鞋包D2,102107D3,中温带发饰链D3,107D3,发饰链D3,1.02E+09,中温带贴身温馨E4,1.08E+06,贴身温馨E4,1.02E+09,中温带浪漫居家E4,1.09E+06,浪漫居家E4,1.02E+09,中温带时尚季节E4,1.10E+06,时尚季节E4
177,合肥淮河路2店,1001,合肥市,109,皖北区域,12,华北大区,1,自营店,1,BBG,12102,华北大区中温带,102,中温带,1212100,3年以上,12,华北大区,11,步行街,102100C4,中温带个性休闲C4,100C4,个性休闲C4,102101C4,中温带职业休闲C4,101C4,职业休闲C4,1.02E+08,中温带少女E3,1.02E+05,少女E3,1.02E+08,中温带淑女E3,1.03E+05,淑女E3,102104C1,中温带搭配品C1,104C1,搭配品C1,102105C1,中温带化妆类C1,105C1,化妆类C1,102106B1,中温带鞋包B1,106B1,鞋包B1,102107C1,中温带发饰链C1,107C1,发饰链C1,102108D5,中温带贴身温馨D5,108D5,贴身温馨D5,102109D5,中温带浪漫居家D5,109D5,浪漫居家D5,102110D4,中温带时尚季节D4,110D4,时尚季节D4
178,益阳桃花仑西路店,1059,益阳市,126,湘北区域,14,华中大区,1,自营店,1,BBG,14102,华中大区中温带,102,中温带,1414100,3年以上,14,华中大区,10,商业街,102100B1,中温带个性休闲B1,100B1,个性休闲B1,102101C2,中温带职业休闲C2,101C2,职业休闲C2,102102F3,中温带少女F3,102F3,少女F3,1.02E+07,中温带淑女E2,1.03E+04,淑女E2,102104D3,中温带搭配品D3,104D3,搭配品D3,102105C3,中温带化妆类C3,105C3,化妆类C3,102106C2,中温带鞋包C2,106C2,鞋包C2,102107C3,中温带发饰链C3,107C3,发饰链C3,102108D4,中温带贴身温馨D4,108D4,贴身温馨D4,102109D4,中温带浪漫居家D4,109D4,浪漫居家D4,102110D4,中温带时尚季节D4,110D4,时尚季节D4
179,池州杏村步行街店,1111,池州市,110,皖南区域,12,华北大区,1,自营店,1,BBG,12102,华北大区中温带,102,中温带,1212100,3年以上,12,华北大区,10,商业街,102100C3,中温带个性休闲C3,100C3,个性休闲C3,102101C4,中温带职业休闲C4,101C4,职业休闲C4,1.02E+07,中温带少女E2,1.02E+04,少女E2,1.02E+08,中温带淑女E3,1.03E+05,淑女E3,102104C1,中温带搭配品C1,104C1,搭配品C1,102105C1,中温带化妆类C1,105C1,化妆类C1,102106B1,中温带鞋包B1,106B1,鞋包B1,102107B1,中温带发饰链B1,107B1,发饰链B1,102108D3,中温带贴身温馨D3,108D3,贴身温馨D3,102109D3,中温带浪漫居家D3,109D3,浪漫居家D3,102110C4,中温带时尚季节C4,110C4,时尚季节C4
181,潍坊地下名店街店,1112,潍坊市,116,山东区域,13,华东大区,1,自营店,1,BBG,13103,华东大区北温带,103,北温带,1313100,3年以上,13,华东大区,12,购物中心,103100C4,北温带个性休闲C4,100C4,个性休闲C4,103101C4,北温带职业休闲C4,101C4,职业休闲C4,1.03E+09,北温带少女E4,1.02E+06,少女E4,1.03E+08,北温带淑女E3,1.03E+05,淑女E3,103104C3,北温带搭配品C3,104C3,搭配品C3,103105C3,北温带化妆类C3,105C3,化妆类C3,103106D3,北温带鞋包D3,106D3,鞋包D3,103107C2,北温带发饰链C2,107C2,发饰链C2,103108D4,北温带贴身温馨D4,108D4,贴身温馨D4,103109D5,北温带浪漫居家D5,109D5,浪漫居家D5,103110D4,北温带时尚季节D4,110D4,时尚季节D4
182,晋江阳光路店,1113,晋江市,107,闽南区域,11,华南大区,1,自营店,1,BBG,11100,华南大区热带,100,热带,1111100,3年以上,11,华南大区,10,商业街,100100C2,热带个性休闲C2,100C2,个性休闲C2,100101C2,热带职业休闲C2,101C2,职业休闲C2,100102D3,热带少女D3,102D3,少女D3,1.00E+09,热带淑女E4,1.03E+06,淑女E4,100104C1,热带搭配品C1,104C1,搭配品C1,100105C2,热带化妆类C2,105C2,化妆类C2,100106C3,热带鞋包C3,106C3,鞋包C3,100107C1,热带发饰链C1,107C1,发饰链C1,100108D5,热带贴身温馨D5,108D5,贴身温馨D5,100109D4,热带浪漫居家D4,109D4,浪漫居家D4,100110D5,热带时尚季节D5,110D5,时尚季节D5
183,洛阳上海市场步行街,1085,洛阳市,112,河南区域,12,华北大区,1,自营店,1,BBG,12103,华北大区北温带,103,北温带,1212101,2-3年,12,华北大区,11,步行街,103100C4,北温带个性休闲C4,100C4,个性休闲C4,103101C3,北温带职业休闲C3,101C3,职业休闲C3,103102F3,北温带少女F3,102F3,少女F3,1.03E+09,北温带淑女E4,1.03E+06,淑女E4,103104C3,北温带搭配品C3,104C3,搭配品C3,103105C3,北温带化妆类C3,105C3,化妆类C3,103106C3,北温带鞋包C3,106C3,鞋包C3,103107C2,北温带发饰链C2,107C2,发饰链C2,103108D4,北温带贴身温馨D4,108D4,贴身温馨D4,103109D4,北温带浪漫居家D4,109D4,浪漫居家D4,103110D4,北温带时尚季节D4,110D4,时尚季节D4
184,莆田金鼎广场店,1011,莆田市,107,闽南区域,11,华南大区,1,自营店,1,BBG,11100,华南大区热带,100,热带,1111101,2-3年,11,华南大区,12,购物中心,100100C3,热带个性休闲C3,100C3,个性休闲C3,100101C4,热带职业休闲C4,101C4,职业休闲C4,100102C3,热带少女C3,102C3,少女C3,100103C3,热带淑女C3,103C3,淑女C3,100104B1,热带搭配品B1,104B1,搭配品B1,100105C2,热带化妆类C2,105C2,化妆类C2,100106B2,热带鞋包B2,106B2,鞋包B2,100107A1,热带发饰链A1,107A1,发饰链A1,100108C4,热带贴身温馨C4,108C4,贴身温馨C4,100109B3,热带浪漫居家B3,109B3,浪漫居家B3,100110B2,热带时尚季节B2,110B2,时尚季节B2
185,重庆石桥铺店,1362,九龙坡区,105,渝东南区域,15,西南大区,1,自营店,1,BBG,15102,西南大区中温带,102,中温带,1515101,2-3年,15,西南大区,10,商业街,102100C4,中温带个性休闲C4,100C4,个性休闲C4,102101C4,中温带职业休闲C4,101C4,职业休闲C4,1.02E+09,中温带少女E4,1.02E+06,少女E4,1.02E+09,中温带淑女E4,1.03E+06,淑女E4,102104D2,中温带搭配品D2,104D2,搭配品D2,102105C2,中温带化妆类C2,105C2,化妆类C2,102106C1,中温带鞋包C1,106C1,鞋包C1,102107D2,中温带发饰链D2,107D2,发饰链D2,102108C4,中温带贴身温馨C4,108C4,贴身温馨C4,102109D4,中温带浪漫居家D4,109D4,浪漫居家D4,102110D4,中温带时尚季节D4,110D4,时尚季节D4
186,邵阳红旗路店,1052,邵阳市,121,湘南区域,14,华中大区,1,自营店,1,BBG,14101,华中大区南温带,101,南温带,1414101,2-3年,14,华中大区,10,商业街,101100C2,南温带个性休闲C2,100C2,个性休闲C2,101101C2,南温带职业休闲C2,101C2,职业休闲C2,1.01E+08,南温带少女E3,1.02E+05,少女E3,101103F4,南温带淑女F4,103F4,淑女F4,101104D3,南温带搭配品D3,104D3,搭配品D3,101105D3,南温带化妆类D3,105D3,化妆类D3,101106D3,南温带鞋包D3,106D3,鞋包D3,101107D3,南温带发饰链D3,107D3,发饰链D3,1.01E+09,南温带贴身温馨E4,1.08E+06,贴身温馨E4,1.01E+09,南温带浪漫居家E4,1.09E+06,浪漫居家E4,1.01E+10,南温带时尚季节E5,1.10E+07,时尚季节E5
