sbc,sbc_label,cls,cls_label,dept,dept_label
7431,冰箱赠品,743,冰箱,74,赠品
7441,洗衣机赠品,744,洗衣机,74,赠品
7511,台式电脑,751,电脑,75,手机数码部
7512,笔记本电脑,751,电脑,75,手机数码部
7521,打印机,752,电脑外设,75,手机数码部
7522,扫描仪,752,电脑外设,75,手机数码部
7523,移动存储器,752,电脑外设,75,手机数码部
7524,电脑配件外设,752,电脑外设,75,手机数码部
7525,其他外设,752,电脑外设,75,手机数码部
7531,摄像机(小类),753,摄像机,75,手机数码部
7541,数码相机,754,照像机,75,手机数码部
7542,光学相机,754,照像机,75,手机数码部
7551,存储卡、镜头等,755,摄、照配件,75,手机数码部
7552,脚架等维护用品,755,摄、照配件,75,手机数码部
7553,其他配件(摄),755,摄、照配件,75,手机数码部
7554,胶卷、录像带,755,摄、照配件,75,手机数码部
7561,数码产品,756,数码/黑小,75,手机数码部
7562,小音响、音像,756,数码/黑小,75,手机数码部
7563,黑、五金配件,756,数码/黑小,75,手机数码部
7564,充电电池,756,数码/黑小,75,手机数码部
7571,G网手机,757,手机,75,手机数码部
7572,C网手机,757,手机,75,手机数码部
7573,小灵通,757,手机,75,手机数码部
7576,其他手机,757,手机,75,手机数码部
7581,手机配件(小类),758,手机配件,75,手机数码部
7582,手机配饰,758,手机配件,75,手机数码部
7591,传真机,759,电话、传真机,75,手机数码部
7592,电话机,759,电话、传真机,75,手机数码部
7599,手机数码延保,759,电话、传真机,75,手机数码部
7611,灶,761,厨卫设备用具,76,小家电
7612,抽油烟机,761,厨卫设备用具,76,小家电
7613,热水器,761,厨卫设备用具,76,小家电
7614,炉具配件,761,厨卫设备用具,76,小家电
7615,热水器配件,761,厨卫设备用具,76,小家电
7616,消毒柜,761,厨卫设备用具,76,小家电
7617,洗碗机,761,厨卫设备用具,76,小家电
7621,换气扇,762,两季产品,76,小家电
7622,电风扇,762,两季产品,76,小家电
7623,空调扇,762,两季产品,76,小家电
7624,取暖器,762,两季产品,76,小家电
7626,暖手袋,762,两季产品,76,小家电
7631,除湿/空气清净机,763,家用小电器,76,小家电
7632,吸尘器,763,家用小电器,76,小家电
7633,电熨斗,763,家用小电器,76,小家电
7634,灯具,763,家用小电器,76,小家电
7635,灯泡,763,家用小电器,76,小家电
7636,灯管,763,家用小电器,76,小家电
7637,电池/充电器,763,家用小电器,76,小家电
7638,其他配件,763,家用小电器,76,小家电
7641,食物预备机,764,厨房电器,76,小家电
7642,咖啡/泡茶组,764,厨房电器,76,小家电
7643,电热水瓶,764,厨房电器,76,小家电
7644,锅具,764,厨房电器,76,小家电
7645,微波炉/电烤炉,764,厨房电器,76,小家电
7651,电吹风系列,765,美容电器,76,小家电
7652,个人美容用品,765,美容电器,76,小家电
7661,小家电延保,766,小家电延保,76,小家电
7711,6公斤及以下,771,波轮半自动,77,洗衣机
7712,6.2-7公斤,771,波轮半自动,77,洗衣机
7713,7.1公斤及以上,771,波轮半自动,77,洗衣机
7721,国产,772,波轮全自动,77,洗衣机
7722,合资,772,波轮全自动,77,洗衣机
7731,国产,773,滚筒,77,洗衣机
7732,合资,773,滚筒,77,洗衣机
7741,干衣机,774,干衣机,77,洗衣机
7751,洗衣机延保,775,洗衣机延保,77,洗衣机
7791,滚筒,779,海尔专用,77,洗衣机
7792,波轮,779,海尔专用,77,洗衣机
7793,卡萨帝,779,海尔专用,77,洗衣机
7811,中式烟机,781,烟机,78,厨卫
7812,欧式烟机,781,烟机,78,厨卫
7813,侧吸式烟机,781,烟机,78,厨卫
7821,台式灶具,782,灶具,78,厨卫
7822,嵌入式灶具,782,灶具,78,厨卫
7823,集成环保灶具,782,灶具,78,厨卫
7831,立式消毒柜,783,消毒柜,78,厨卫
7832,嵌入式消毒柜,783,消毒柜,78,厨卫
7851,燃气热水器,785,热水器,78,厨卫
7852,电热热水器,785,热水器,78,厨卫
7853,太阳能热水器,785,热水器,78,厨卫
7855,空气源热水器,785,热水器,78,厨卫
7861,洗碗机,786,洗碗机,78,厨卫
7871,其他,787,其他,78,厨卫
7881,厨卫延保,788,厨卫延保,78,厨卫
7911,家电专柜,791,家电专柜,79,家电专柜
9911,专柜,991,专柜,99,专柜
10,非正常商品,10,促销专用,9101,市场营销
10,礼品卡,11,礼品卡,9101,市场营销
10,消费卡、券,12,票券,9101,市场营销
10,杂项收费,13,杂项收费,9101,市场营销
11,卡券,11,卡券,9103,卡券
